,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
172,"Take On Me",a-ha,2029,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
173,"Cheap Thrills",Sia,2029,https://open.spotify.com/track/27SdWb2rFzO6GWiYDBTD9j
174,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",2026,https://open.spotify.com/track/7CUYHcu0RnbOnMz4RuN07w
175,"Under The Bridge","Red Hot Chili Peppers",2014,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0
176,"Taking A Walk","Trippie Redd",2012,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
177,"Save Tonight","Eagle-Eye Cherry",2012,https://open.spotify.com/track/0smyCrJiibi2uwCiq5R1vj
178,Calypso,"Luis Fonsi",2004,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d
179,Home,"Edward Sharpe & The Magnetic Zeros",2003,https://open.spotify.com/track/7w5cxTEzp1rfV3KCy0Bd5N
180,"Leave a Light On","Tom Walker",1994,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
181,"Nice For What",Drake,1992,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
182,Paradise,"George Ezra",1992,https://open.spotify.com/track/38zwkK6TtTjIW9tpYBfZ3D
183,"Když nemůžeš, tak přidej",Mirai,1974,https://open.spotify.com/track/7DdwITgxQe8MST37qt4t2q
184,"Send My Love (To Your New Lover)",Adele,1973,https://open.spotify.com/track/4BHzQ9C00ceJxfG16AlNWb
185,"you should see me in a crown","Billie Eilish",1970,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
186,"Don't Let Me Down","The Chainsmokers",1951,https://open.spotify.com/track/0QsvXIfqM0zZoerQfsI9lm
187,"Just For A Moment (feat. Iselin)",Gryffin,1951,https://open.spotify.com/track/4JAX1qhCBGkO1IM9woosbZ
188,"Audio - with Sia, Diplo & Labrinth",Sia,1951,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
189,"Sweet Dreams (Are Made of This) - Remastered",Eurythmics,1949,https://open.spotify.com/track/1TfqLAPs4K3s2rJMoCokcS
190,"Seven Nation Army","The White Stripes",1917,https://open.spotify.com/track/1jNOi6m3Hn8nLEeHCp5Msr
191,"Sorry Not Sorry","Demi Lovato",1914,https://open.spotify.com/track/3Du2K5dLzmduCNp6uwuaL0
192,"I Want You Back","The Jackson 5",1913,https://open.spotify.com/track/5LxvwujISqiB8vpRYv887S
193,"Love Lies (with Normani)",Khalid,1911,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
194,"There's Nothing Holdin' Me Back","Shawn Mendes",1907,https://open.spotify.com/track/7JJmb5XwzOO8jgpou264Ml
195,Human,"Rag'n'Bone Man",1901,https://open.spotify.com/track/58zsLZPvfflaiIbNWoA22O
196,"Lie to Me","Mikolas Josef",1900,https://open.spotify.com/track/6zBdVVksaTQeAzwfszbovz
197,"Stay Up","Sophie Francis",1899,https://open.spotify.com/track/0yHbRupKbD9LF7bHWVGyzi
198,Anywhere,"Rita Ora",1895,https://open.spotify.com/track/7EI6Iki24tBHAMxtb4xQN2
199,"Jennie (feat. R. City, Bori)","Felix Jaehn",1894,https://open.spotify.com/track/1iBOPEE6fIMsl7GMMcEyCF
200,Stay,Zedd,1891,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
